seed_idx,seed_alpha0_dec,seed_beta0_dec,seed_alpha0_hex,seed_beta0_hex,alpha0,beta0,alphaR,betaR,alpha0_hex,beta0_hex,alphaR_hex,betaR_hex,cw_total
891,15579,48423,0x3cdb,0xbd27,,,,,,,,,inf
890,45679,23752,0xb26f,0x5cc8,,,,,,,,,inf
889,15202,18815,0x3b62,0x497f,,,,,,,,,inf
888,19846,33627,0x4d86,0x835b,,,,,,,,,inf
887,3301,15701,0xce5,0x3d55,,,,,,,,,inf
886,64714,25766,0xfcca,0x64a6,,,,,,,,,inf
885,8827,51645,0x227b,0xc9bd,,,,,,,,,inf
884,19487,41101,0x4c1f,0xa08d,,,,,,,,,inf
883,49506,45794,0xc162,0xb2e2,,,,,,,,,inf
882,32522,35091,0x7f0a,0x8913,,,,,,,,,inf
881,59707,20086,0xe93b,0x4e76,,,,,,,,,inf
880,42506,41230,0xa60a,0xa10e,,,,,,,,,inf
911,7226,3829,0x1c3a,0xef5,,,,,,,,,inf
910,4112,59349,0x1010,0xe7d5,,,,,,,,,inf
909,55910,37181,0xda66,0x913d,,,,,,,,,inf
908,51267,59088,0xc843,0xe6d0,,,,,,,,,inf
907,38956,3688,0x982c,0xe68,,,,,,,,,inf
906,63691,40466,0xf8cb,0x9e12,,,,,,,,,inf
905,46597,39711,0xb605,0x9b1f,,,,,,,,,inf
904,42222,59046,0xa4ee,0xe6a6,,,,,,,,,inf
903,37615,13464,0x92ef,0x3498,,,,,,,,,inf
902,1784,6905,0x6f8,0x1af9,,,,,,,,,inf
901,10105,47358,0x2779,0xb8fe,,,,,,,,,inf
900,13130,35233,0x334a,0x89a1,,,,,,,,,inf
899,38421,59089,0x9615,0xe6d1,,,,,,,,,inf
898,20298,40349,0x4f4a,0x9d9d,,,,,,,,,inf
897,31060,45556,0x7954,0xb1f4,,,,,,,,,inf
896,25671,52633,0x6447,0xcd99,,,,,,,,,inf
927,5960,20492,0x1748,0x500c,,,,,,,,,inf
926,9882,17065,0x269a,0x42a9,,,,,,,,,inf
925,7487,43791,0x1d3f,0xab0f,,,,,,,,,inf
924,10157,451,0x27ad,0x1c3,,,,,,,,,inf
923,1565,15143,0x61d,0x3b27,,,,,,,,,inf
922,1758,28886,0x6de,0x70d6,,,,,,,,,inf
921,40564,47836,0x9e74,0xbadc,,,,,,,,,inf
920,179,15581,0xb3,0x3cdd,,,,,,,,,inf
919,32728,42943,0x7fd8,0xa7bf,,,,,,,,,inf
918,22295,57812,0x5717,0xe1d4,,,,,,,,,inf
917,2032,35837,0x7f0,0x8bfd,,,,,,,,,inf
916,42231,15994,0xa4f7,0x3e7a,,,,,,,,,inf
915,2644,20591,0xa54,0x506f,,,,,,,,,inf
914,10688,36744,0x29c0,0x8f88,,,,,,,,,inf
913,41407,6096,0xa1bf,0x17d0,,,,,,,,,inf
912,4553,6674,0x11c9,0x1a12,,,,,,,,,inf
943,31066,54960,0x795a,0xd6b0,,,,,,,,,inf
942,9648,3770,0x25b0,0xeba,,,,,,,,,inf
941,48520,33529,0xbd88,0x82f9,,,,,,,,,inf
940,19701,36954,0x4cf5,0x905a,,,,,,,,,inf
939,20697,33879,0x50d9,0x8457,,,,,,,,,inf
938,29205,56068,0x7215,0xdb04,,,,,,,,,inf
937,46792,65048,0xb6c8,0xfe18,,,,,,,,,inf
936,60340,27210,0xebb4,0x6a4a,,,,,,,,,inf
935,43892,39018,0xab74,0x986a,,,,,,,,,inf
934,49952,55022,0xc320,0xd6ee,,,,,,,,,inf
933,26500,5777,0x6784,0x1691,,,,,,,,,inf
932,19063,8129,0x4a77,0x1fc1,,,,,,,,,inf
931,63134,20929,0xf69e,0x51c1,,,,,,,,,inf
930,33911,5214,0x8477,0x145e,,,,,,,,,inf
929,3171,18148,0xc63,0x46e4,,,,,,,,,inf
928,19191,42876,0x4af7,0xa77c,,,,,,,,,inf
959,24031,49115,0x5ddf,0xbfdb,,,,,,,,,inf
958,6793,41157,0x1a89,0xa0c5,,,,,,,,,inf
957,41647,33854,0xa2af,0x843e,,,,,,,,,inf
956,18532,11450,0x4864,0x2cba,,,,,,,,,inf
955,20326,56123,0x4f66,0xdb3b,,,,,,,,,inf
954,9619,57472,0x2593,0xe080,,,,,,,,,inf
953,61506,51436,0xf042,0xc8ec,,,,,,,,,inf
952,13492,25886,0x34b4,0x651e,,,,,,,,,inf
951,14986,11707,0x3a8a,0x2dbb,,,,,,,,,inf
950,15314,6616,0x3bd2,0x19d8,,,,,,,,,inf
949,31714,43466,0x7be2,0xa9ca,,,,,,,,,inf
948,658,14322,0x292,0x37f2,,,,,,,,,inf
947,15573,26494,0x3cd5,0x677e,,,,,,,,,inf
946,49939,49774,0xc313,0xc26e,,,,,,,,,inf
945,41284,13542,0xa144,0x34e6,,,,,,,,,inf
944,13832,43120,0x3608,0xa870,,,,,,,,,inf
975,41137,43927,0xa0b1,0xab97,,,,,,,,,inf
974,27983,59863,0x6d4f,0xe9d7,,,,,,,,,inf
973,6229,22618,0x1855,0x585a,,,,,,,,,inf
972,8230,14776,0x2026,0x39b8,,,,,,,,,inf
971,46153,36403,0xb449,0x8e33,,,,,,,,,inf
970,27884,15202,0x6cec,0x3b62,,,,,,,,,inf
969,10016,26918,0x2720,0x6926,,,,,,,,,inf
968,39162,21500,0x98fa,0x53fc,,,,,,,,,inf
967,27711,4881,0x6c3f,0x1311,,,,,,,,,inf
966,37611,9114,0x92eb,0x239a,,,,,,,,,inf
965,50877,16237,0xc6bd,0x3f6d,,,,,,,,,inf
964,33441,43243,0x82a1,0xa8eb,,,,,,,,,inf
962,30101,2808,0x7595,0xaf8,,,,,,,,,inf
961,37780,22127,0x9394,0x566f,,,,,,,,,inf
960,59898,21381,0xe9fa,0x5385,,,,,,,,,inf
31,37206,9778,0x9156,0x2632,,,,,,,,,inf
30,140,2247,0x8c,0x8c7,,,,,,,,,inf
29,52639,51395,0xcd9f,0xc8c3,,,,,,,,,inf
28,52957,47880,0xcedd,0xbb08,,,,,,,,,inf
27,13138,297,0x3352,0x129,,,,,,,,,inf
26,63236,41969,0xf704,0xa3f1,,,,,,,,,inf
25,8892,55725,0x22bc,0xd9ad,,,,,,,,,inf
24,32469,62453,0x7ed5,0xf3f5,,,,,,,,,inf
23,17661,46649,0x44fd,0xb639,,,,,,,,,inf
22,57185,59934,0xdf61,0xea1e,,,,,,,,,inf
21,4264,31922,0x10a8,0x7cb2,,,,,,,,,inf
20,47188,40548,0xb854,0x9e64,,,,,,,,,inf
19,4284,4911,0x10bc,0x132f,,,,,,,,,inf
18,23604,64525,0x5c34,0xfc0d,,,,,,,,,inf
17,59675,58506,0xe91b,0xe48a,,,,,,,,,inf
16,27217,46184,0x6a51,0xb468,,,,,,,,,inf
993,47042,7142,0xb7c2,0x1be6,,,,,,,,,inf
994,8034,38792,0x1f62,0x9788,,,,,,,,,inf
995,9812,3762,0x2654,0xeb2,,,,,,,,,inf
996,18687,32058,0x48ff,0x7d3a,,,,,,,,,inf
997,35844,26248,0x8c04,0x6688,,,,,,,,,inf
998,33947,31906,0x849b,0x7ca2,,,,,,,,,inf
999,33795,22021,0x8403,0x5605,,,,,,,,,inf
0,59609,1053,0xe8d9,0x41d,,,,,,,,,inf
